time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
1.0,0.907,0.753,-0.205,-2.14,-1.93,2.16,-2.14,1.31,3.67
1.01,0.848,0.74,-0.208,-1.22,-2.05,2.22,-1.22,1.39,3.69
1.02,0.796,0.722,-0.213,-0.39,-2.24,2.31,-0.39,1.49,3.7
1.03,0.75,0.704,-0.214,0.35,-2.41,2.39,0.35,1.59,3.72
1.04,0.708,0.701,-0.205,1.01,-2.53,2.51,1.01,1.67,3.73
1.05,0.653,0.703,-0.176,1.6,-2.71,2.58,1.6,1.74,3.7
1.06,0.604,0.697,-0.142,2.16,-3.02,2.54,2.16,1.81,3.64
1.07,0.585,0.705,-0.113,2.85,-3.35,2.33,2.85,1.87,3.56
1.08,0.573,0.733,-0.098,3.36,-3.61,2.12,3.36,1.9,3.47
1.09,0.559,0.756,-0.094,3.6,-4.06,1.99,3.6,1.91,3.34
1.1,0.556,0.785,-0.088,3.8,-4.64,2.02,3.8,1.92,3.19
1.11,0.567,0.825,-0.085,3.99,-5.14,2.13,3.99,1.91,3.02
1.12,0.578,0.854,-0.093,4.01,-5.74,2.22,4.01,1.86,2.86
1.1300000000000001,0.5789999999999997,0.8680000000000002,-0.09799999999999986,3.9199999999999986,-6.3800000000000106,2.3800000000000052,3.9199999999999986,1.7899999999999978,2.699999999999996
1.1400000000000001,0.5689999999999995,0.8780000000000003,-0.09199999999999978,3.8600000000000003,-6.860000000000008,2.6200000000000037,3.8600000000000003,1.689999999999997,2.5299999999999954
1.1500000000000001,0.5499999999999995,0.8930000000000006,-0.08199999999999975,3.870000000000003,-7.210000000000008,2.790000000000002,3.870000000000003,1.5599999999999958,2.3299999999999943
1.1600000000000001,0.5275454545454544,0.9160000000000003,-0.07118181818181808,4.0072727272727295,-7.561818181818186,2.862727272727273,4.0072727272727295,1.3754545454545437,2.0781818181818155
1.1700000000000002,0.513,0.9360000000000008,-0.06299999999999993,4.180000000000005,-7.880000000000009,2.8900000000000006,4.180000000000005,1.2299999999999964,1.8599999999999939
1.1800000000000002,0.5123636363636365,0.9708181818181822,-0.06,4.3890909090909105,-8.284545454545459,2.902727272727273,4.3890909090909105,1.0790909090909078,1.5854545454545426
1.1900000000000002,0.5160000000000002,1.0090000000000008,-0.060000000000000046,4.4799999999999995,-8.630000000000011,2.930000000000002,4.4799999999999995,0.969999999999997,1.3399999999999932
1.2000000000000002,0.5255000000000002,1.0518000000000003,-0.06270000000000008,4.454,-9.143000000000006,3.009000000000001,4.454,0.8419999999999991,1.0299999999999967
1.2100000000000002,0.5408000000000003,1.0792000000000002,-0.07010000000000013,4.387999999999999,-9.664000000000005,3.100000000000001,4.387999999999999,0.7639999999999993,0.7299999999999967
