time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
1.0,-0.10041297033517399,0.21842165147039938,1.120132515731347,-0.2418,0.1518,-1.7801,-0.2418,-0.4209,-0.3708
1.01,-0.0874169513291383,0.2181134454860665,1.1936910106587904,-0.2418,0.1518,-1.7801,-0.2418,-0.4209,-0.3708
1.02,-0.07442093232310261,0.21780523950173367,1.2672495055862334,-0.2418,0.1518,-1.7801,-0.2418,-0.4209,-0.3708
1.03,-0.0742,0.2178,1.2685,-0.2418,0.1518,-1.7801,-0.2418,-0.5318557373817031,-0.2874620662460571
1.04,-0.0742,0.2178,1.2685,-0.2418,0.1518,-1.7801,-0.2418,-0.6447303430599362,-0.2026828864353318
1.05,-0.0742,0.2178,1.2685,-1.1562376453929364,-0.3681024375442478,1.2699235258420023,-1.1562376453929364,-0.6499,-0.1988
1.06,-0.08944742978272391,0.2174674218335983,1.2607739533651299,-1.1893,-0.3869,1.3802,-1.1893,-0.6499,-0.1988
1.07,-0.10523969263381035,0.2171229597244303,1.252771833598304,-1.1893,-0.3869,1.3802,-1.1893,-0.6499,-0.1988
1.08,-0.12103195548489679,0.21677849761526233,1.2447697138314784,-1.1893,-0.3869,1.3802,-1.1893,-0.6499,-0.1988
1.09,-0.1338,0.2165,1.2383,-1.1893,-0.3869,1.3802,-1.1893,-0.4522297124265205,-0.22705871116708817
1.1,-0.1338,0.2165,1.2383,-1.1893,-0.3869,1.3802,-1.1893,0.5799911104114338,-0.3746237825356864
1.11,-0.1338,0.2165,1.2383,-0.5981643080531357,-0.16866374511335844,1.8492637685692193,-0.5981643080531357,1.3171,-0.48
1.12,-0.1339616511209297,0.21596160202912704,1.238147005400098,1.4552,0.5894,3.4786,1.4552,1.3171,-0.48
1.1300000000000001,-0.15738934980636032,0.13793291059837387,1.2159738749795448,1.4552,0.5894,3.4786,1.4552,1.3171,-0.48
1.1400000000000001,-0.18081704849179092,0.059904219167620676,1.1938007445589918,1.4552,0.5894,3.4786,1.4552,1.3171,-0.48
1.1500000000000001,-0.20424474717722152,-0.01812447226313249,1.1716276141384387,1.4552,0.5894,3.4786,1.4552,1.3171,-0.48
1.1600000000000001,-0.2197,-0.0696,1.157,1.4552,0.5894,3.4786,1.4552,1.1332863858300395,-0.5869756700602559
1.1700000000000002,-0.2197,-0.0696,1.157,1.4552,0.5894,3.4786,1.4552,0.5931347132765332,-0.9013326199875392
1.1800000000000002,-0.2197,-0.0696,1.157,0.8160894913579984,0.48723415308641554,2.913490034567878,0.8160894913579984,0.2772,-1.0852
1.1900000000000002,-0.20923892904328878,-0.07507563534623468,1.1320728219476173,-0.1037,0.3402,2.1002,-0.1037,0.2772,-1.0852
1.2000000000000002,-0.18325514623973438,-0.08867631926634043,1.070157327530374,-0.1037,0.3402,2.1002,-0.1037,0.2772,-1.0852
1.2100000000000002,-0.15727136343617998,-0.10227700318644618,1.0082418331131306,-0.1037,0.3402,2.1002,-0.1037,0.2772,-1.0852
1.2200000000000002,-0.13128758063262558,-0.11587768710655194,0.9463263386958874,-0.1037,0.3402,2.1002,-0.1037,0.2772,-1.0852
1.2300000000000002,-0.1194,-0.1221,0.918,-0.1037,0.3402,2.1002,-0.1037,0.08581813460629764,-0.6793850705555099
1.2400000000000002,-0.1194,-0.1221,0.918,-0.1037,0.3402,2.1002,-0.1037,-0.2669594974558115,0.06866088233752743
1.2500000000000002,-0.1194,-0.1221,0.918,-0.9378745084199153,-2.083800907532608,1.2467797519410801,-0.9378745084199153,-0.3953,0.3408
1.2600000000000002,-0.1068322014756809,-0.08345846760025952,0.8774013200823154,-1.404,-3.4383,0.7699,-1.404,-0.3953,0.3408
1.2700000000000002,-0.08733212618581492,-0.023502637654970168,0.8144087988756699,-1.404,-3.4383,0.7699,-1.404,-0.3953,0.3408
1.2800000000000002,-0.06783205089594893,0.03645319229031917,0.7514162776690243,-1.404,-3.4383,0.7699,-1.404,-0.3953,0.3408
1.2900000000000003,-0.04833197560608296,0.09640902223560853,0.6884237564623787,-1.404,-3.4383,0.7699,-1.404,-0.3953,0.3408
1.3000000000000003,-0.0417,0.1168,0.667,-1.404,-3.4383,0.7699,-1.404,-0.36107215722219077,0.29824646573569663
1.3100000000000003,-0.0417,0.1168,0.667,-1.404,-3.4383,0.7699,-1.404,-0.3092039305548048,0.23376164339246003
1.3200000000000003,-0.0417,0.1168,0.667,0.6945096681649359,-1.8684795543654444,-1.3315357081381591,0.6945096681649359,-0.2991,0.2212
1.3300000000000003,-0.03979864815010007,0.11804088225993468,0.6599349768103718,1.3213,-1.3996,-1.9592,1.3213,-0.2991,0.2212
1.3400000000000003,-0.037295222409613075,0.1196746969537262,0.6506327737957203,1.3213,-1.3996,-1.9592,1.3213,-0.2991,0.2212
1.3500000000000003,-0.03479179666912609,0.12130851164751771,0.6413305707810686,1.3213,-1.3996,-1.9592,1.3213,-0.2991,0.2212
1.3600000000000003,-0.03228837092863909,0.12294232634130922,0.6320283677664169,1.3213,-1.3996,-1.9592,1.3213,-0.2991,0.2212
1.3700000000000003,-0.0322,0.123,0.6317,1.3213,-1.3996,-1.9592,1.3213,-0.2231640184225644,0.27209326424870683
1.3800000000000003,-0.0322,0.123,0.6317,1.2565773901564643,-1.3769226475579683,-2.01728844050542,1.2565773901564643,-0.1487,0.322
1.3900000000000003,-0.0322,0.123,0.6317,0.05801054120305382,-0.9569716764095659,-3.093000301716044,0.05801054120305382,-0.1487,0.322
1.4000000000000004,-0.04001113506658237,0.1463074191502861,0.6533192060875087,0.0501,-0.9542,-3.1001,0.0501,-0.1487,0.322
1.4100000000000004,-0.04787416613823742,0.16976968928345032,0.675082046924541,0.0501,-0.9542,-3.1001,0.0501,-0.1487,0.322
1.4200000000000004,-0.05573719720989245,0.19323195941661458,0.6968448877615734,0.0501,-0.9542,-3.1001,0.0501,-0.1487,0.322
1.4300000000000004,-0.0632,0.2155,0.7175,0.0501,-0.9542,-3.1001,0.0501,-0.1483794061410413,0.3118211449780614
1.4400000000000004,-0.0632,0.2155,0.7175,0.0501,-0.9542,-3.1001,0.0501,-0.1420809020357663,0.11184363963557964
1.4500000000000004,-0.0632,0.2155,0.7175,0.1640838255747527,-0.8183519839646372,-3.1652240530148177,0.1640838255747527,-0.1375,-0.0336
1.4600000000000004,-0.06237398340462733,0.21780661237953122,0.7232951038499259,0.561,-0.3453,-3.392,0.561,-0.1375,-0.0336
1.4700000000000004,-0.04598476524248749,0.26357273102097833,0.8382773230943724,0.561,-0.3453,-3.392,0.561,-0.1375,-0.0336
1.4800000000000004,-0.029595547080347652,0.3093388496624254,0.9532595423388188,0.561,-0.3453,-3.392,0.561,-0.1375,-0.0336
1.4900000000000004,-0.013206328918207812,0.3551049683038725,1.0682417615832653,0.561,-0.3453,-3.392,0.561,-0.1375,-0.0336
1.5000000000000004,0.0004,0.3931,1.1637,0.561,-0.3453,-3.392,0.561,-0.11265792352776374,-0.056480111638297734
