time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
1.0,-0.6238,-0.5525,-0.0041,-15.6818,-4.3659,1.8505,-15.6818,0.7982875172746261,1.5161228924955827
1.01,-0.6238,-0.5525,-0.0041,-15.6818,-4.3659,1.8505,-15.6818,0.7119304547645833,2.0516845187208728
1.02,-0.6238,-0.5525,-0.0041,-15.6818,-4.3659,1.8505,-15.6818,0.6255733922545405,2.5872461449461626
1.03,-0.6238,-0.5525,-0.0041,-15.6818,-4.3659,1.8505,-15.6818,0.5392163297444976,3.1228077711714524
1.04,1.7896,-1.72,-0.6012,8.1193,-14.7176,-4.172,8.1193,0.4359020644561724,2.8761879684025375
1.05,1.7896,-1.72,-0.6012,8.1193,-14.7176,-4.172,8.1193,0.15348313253011947,2.041410843373491
1.06,1.7896,-1.72,-0.6012,8.1193,-14.7176,-4.172,8.1193,-0.12893579939593347,1.206633718344444
1.07,3.1216289054197706,-2.2662862486716278,-0.41858992561105146,8.1193,-14.7176,-4.172,8.1193,-0.3181,0.6475
1.08,3.6876,-2.4984,-0.341,26.823,-22.0865,-1.4169,26.823,-0.3832650258309772,-0.04335189589628152
1.09,3.6876,-2.4984,-0.341,26.823,-22.0865,-1.4169,26.823,-0.46579418721772764,-0.9182909737791216
1.1,3.6876,-2.4984,-0.341,26.823,-22.0865,-1.4169,26.823,-0.5483233486044781,-1.7932300516619617
1.11,3.4347,-2.2295,1.0943,24.2661,-20.2756,13.0736,24.2661,-0.5881163462146608,-2.209808364429828
1.12,3.4347,-2.2295,1.0943,24.2661,-20.2756,13.0736,24.2661,-0.6516480646385433,-2.862360385174883
1.1300000000000001,3.4347,-2.2295,1.0943,24.2661,-20.2756,13.0736,24.2661,-0.7151797830624258,-3.5149124059199384
1.1400000000000001,3.165784264943402,-2.1069803877221074,0.9260025525040042,24.2661,-20.2756,13.0736,24.2661,-0.773,-4.1088
1.1500000000000001,2.5089,-1.8077,0.5149,15.119,-17.4537,7.5988,15.119,-1.2186989766777727,-4.5477960732984295
1.1600000000000001,2.5089,-1.8077,0.5149,15.119,-17.4537,7.5988,15.119,-1.8200197762970043,-5.1400735602094265
1.1700000000000002,2.5089,-1.8077,0.5149,15.119,-17.4537,7.5988,15.119,-2.4213405759162363,-5.732351047120424
1.1800000000000002,0.7562,-1.5412,-0.1434,-1.6222,-16.8673,1.9906,-1.6222,-2.8115851585876723,-6.101390305206463
1.1900000000000002,0.7562,-1.5412,-0.1434,-1.6222,-16.8673,1.9906,-1.6222,-3.089662158388193,-6.127123399162179
1.2000000000000002,0.7562,-1.5412,-0.1434,-1.6222,-16.8673,1.9906,-1.6222,-3.367739158188713,-6.152856493117894
1.2100000000000002,0.667454397834879,-1.4964679296346246,-0.09358944519619256,-1.6222,-16.8673,1.9906,-1.6222,-3.6308,-6.1772
1.2200000000000002,0.0275,-1.1739,0.2656,-7.6162,-15.4211,6.9277,-7.6162,-3.703346721036383,-6.352762729896636
1.2300000000000002,0.0275,-1.1739,0.2656,-7.6162,-15.4211,6.9277,-7.6162,-3.848701802255338,-6.704521355215469
1.2400000000000002,0.0275,-1.1739,0.2656,-7.6162,-15.4211,6.9277,-7.6162,-3.9940568834742933,-7.056279980534303
1.2500000000000002,-0.3564,-1.0361,0.0187,-9.165767105263877,-16.0095611842108,5.457173684209844,-9.165767105263877,-4.0639,-7.2253
1.2600000000000002,-0.3564,-1.0361,0.0187,-9.4708,-16.1254,5.1677,-9.4708,-3.5025409099823395,-7.614462254036746
1.2700000000000002,-0.3564,-1.0361,0.0187,-9.4708,-16.1254,5.1677,-9.4708,-2.936939811727779,-8.006565280774014
1.2800000000000002,-0.3564,-1.0361,0.0187,-9.4708,-16.1254,5.1677,-9.4708,-2.371338713473219,-8.398668307511283
1.2900000000000003,-1.6285,-0.8747,0.3324,-19.3141,-16.5994,7.7895,-19.3141,-2.0812067191828683,-8.369256754230777
1.3000000000000003,-1.6285,-0.8747,0.3324,-19.3141,-16.5994,7.7895,-19.3141,-1.313891388230562,-8.200025471477682
1.3100000000000003,-1.6285,-0.8747,0.3324,-19.3141,-16.5994,7.7895,-19.3141,-0.5465760572782561,-8.030794188724585
1.3200000000000003,-2.176025578620906,-1.0500066809830755,1.2499998091148565,-19.3141,-16.5994,7.7895,-19.3141,-0.0347,-7.9179
1.3300000000000003,-2.3178,-1.0954,1.4876,-23.5593,-19.9355,17.8778,-23.5593,-0.21585668882292494,-7.649878917139903
1.3400000000000003,-2.3178,-1.0954,1.4876,-23.5593,-19.9355,17.8778,-23.5593,-0.42439437596799545,-7.3413476832730975
1.3500000000000003,-2.3178,-1.0954,1.4876,-23.5593,-19.9355,17.8778,-23.5593,-0.6329320631130659,-7.032816449406292
1.3600000000000003,-1.8801,-0.7979,1.112,-16.8703,-17.04,13.8629,-16.8703,-0.5480624918925804,-6.9668564534959145
1.3700000000000003,-1.8801,-0.7979,1.112,-16.8703,-17.04,13.8629,-16.8703,0.0355086587106096,-6.989492333636011
1.3800000000000003,-1.8801,-0.7979,1.112,-16.8703,-17.04,13.8629,-16.8703,0.6190798093137995,-7.012128213776107
1.3900000000000003,-1.6126049515058305,-0.8835072485962353,0.7612531904032149,-16.8703,-17.04,13.8629,-16.8703,1.1185,-7.0315
1.4000000000000004,-1.1533,-1.0305,0.159,-7.6248,-18.7107,4.4817,-7.6248,0.9011709621938343,-7.264694900786706
1.4100000000000004,-1.1533,-1.0305,0.159,-7.6248,-18.7107,4.4817,-7.6248,0.5892303309233294,-7.599408408446674
